"Game","Team","","TOI","CF/60","CA/60","CF%","FF/60","FA/60","FF%","SF/60","SA/60","SF%","GF/60","GA/60","GF%","xGF/60","xGA/60","xGF%","SCF/60","SCA/60","SCF%","HDCF/60","HDCA/60","HDCF%","HDSF/60","HDSA/60","HDSF%","HDGF/60","HDGA/60","HDGF%","HDSH%","HDSV%","MDCF/60","MDCA/60","MDCF%","MDSF/60","MDSA/60","MDSF%","MDGF/60","MDGA/60","MDGF%","MDSH%","MDSV%","LDCF/60","LDCA/60","LDCF%","LDSF/60","LDSA/60","LDSF%","LDGF/60","LDGA/60","LDGF%","LDSH%","LDSV%","SH%","SV%","PDO","Attendance"
"2016-02-03 - Hurricanes 1, Flames 4","Carolina Hurricanes","Limited ReportFull Report","44.25","49.04","57.21","46.16","33.74","44.21","43.28","23.08","27.56","45.58","1.37","2.68","33.88","1.63","2.59","38.66","22.39","25.53","46.73","8.03","13.27","37.69","5.19","10.65","32.77","0","2.65","0.00","0.00","75.11","14.11","12.31","53.42","9.29","5.34","63.49","1.43","0","100.00","15.44","100.00","24.69","26.96","47.81","8.69","11.59","42.86","0","0","-","0.00","100.00","5.94","90.29","0.962","18895"
"2016-02-03 - Red Wings 1, Lightning 3","Detroit Red Wings","Limited ReportFull Report","47.466666666667","51.5","43.13","54.43","37.34","34.95","51.65","28.64","21.93","56.63","1.28","1.19","51.74","1.39","1.85","42.85","16.29","26.29","38.27","5.05","12.4","28.94","3.76","6.24","37.60","1.28","1.19","51.76","33.97","80.92","10.99","14","43.99","6.26","7.46","45.62","0","0","-","0.00","100.00","34.37","14.85","69.83","17.23","8.24","67.65","0","0","-","0.00","100.00","4.46","94.56","0.990","19092"
"2016-02-03 - Sabres 4, Canadiens 2","Buffalo Sabres","Limited ReportFull Report","50.433333333333","65.8","49.66","56.99","42.07","36.45","53.58","32.2","29.75","51.98","2.51","1.12","69.13","1.77","1.7","50.94","25.43","17.04","59.88","7.73","10.16","43.21","6.34","8.03","44.13","2.52","1.12","69.22","39.72","86.05","17.82","6.76","72.49","6.21","3.42","64.52","0","0","-","0.00","100.00","35.36","25.72","57.89","19.59","18.26","51.76","0","0","-","0.00","100.00","7.81","96.23","1.040","21288"
"2016-02-04 - Blackhawks 5, Coyotes 4","Chicago Blackhawks","Limited ReportFull Report","43.433333333333","75.59","31.35","70.68","67.01","26.28","71.83","41.28","18.35","69.23","2.79","2.58","52.00","2.83","1.04","73.03","31.88","14.22","69.15","13.07","5.02","72.24","8.65","5.06","63.08","1.4","2.57","35.20","16.13","49.27","18.84","9.19","67.23","11.45","4","74.10","1.46","0","100.00","12.76","100.00","42.53","13.13","76.40","19.72","7.81","71.63","0","0","-","0.00","100.00","6.77","85.94","0.927","17125"
"2016-02-04 - Blue Jackets 2, Canucks 1","Columbus Blue Jackets","Limited ReportFull Report","52.1","53.32","59.67","47.19","38.79","45.17","46.20","28.44","34.88","44.91","0","0","-","2.63","2.47","51.60","32.89","31.6","51.00","14.29","8.76","62.01","10.56","6.68","61.26","0","0","-","0.00","100.00","18.46","23.11","44.41","9.33","11.42","44.95","0","0","-","0.00","100.00","17.84","25.04","41.61","7.65","14.36","34.76","0","0","-","0.00","100.00","0.00","100.00","1.000","18199"
"2016-02-04 - Bruins 3, Sabres 2","Boston Bruins","Limited ReportFull Report","50","48.42","50.86","48.77","36.86","39.5","48.27","29.7","22.69","56.69","2.43","2.32","51.18","1.83","1.6","53.42","20.59","18.63","52.50","7.35","8.02","47.83","6.08","3.48","63.58","1.24","1.13","52.38","20.45","67.54","13.1","10.64","55.18","2.41","3.5","40.77","1.27","0","100.00","52.75","100.00","24.69","27.05","47.72","19.64","16.04","55.05","0","1.27","0.00","0.00","92.05","8.18","89.78","0.980","18845"
"2016-02-04 - Devils 2, Maple Leafs 3","New Jersey Devils","Limited ReportFull Report","42.75","49.63","82.53","37.55","42.38","54.95","43.54","30.48","37.65","44.74","1.48","1.3","53.35","1.77","2.41","42.36","22.31","27.33","44.94","10.54","5.1","67.38","5.92","3.82","60.79","0","1.29","0.00","0.00","66.24","11.85","22.21","34.79","10.23","6.76","60.22","1.48","0","100.00","14.44","100.00","25.99","48.72","34.78","12.81","27.31","31.92","0","0","-","0.00","100.00","4.86","96.56","1.014","18947"
"2016-02-04 - Ducks 4, Kings 2","Anaheim Ducks","Limited ReportFull Report","48.333333333333","52.12","39.12","57.12","37.67","30.4","55.34","23.84","19.74","54.70","3.95","1.14","77.62","1.65","1.38","54.45","16.61","14.94","52.65","4.19","7.34","36.36","4.19","5.13","44.99","1.34","1.13","54.38","32.04","78.01","12.51","7.43","62.76","6.81","4.54","59.99","2.51","0","100.00","36.89","100.00","31.23","19.13","62.01","11.7","6.78","63.32","0","0","-","0.00","100.00","16.57","94.23","1.108","18230"
"2016-02-04 - Flyers 6, Predators 3","Philadelphia Flyers","Limited ReportFull Report","43.616666666667","36.42","50.68","41.81","28.59","40.7","41.26","21.13","35.04","37.61","7.3","2.57","73.96","1.99","2.14","48.20","18.17","27.3","39.96","10.56","12.89","45.03","10.5","11.72","47.25","4.43","2.53","63.69","42.21","78.45","7.88","14.04","35.96","4.53","8.69","34.25","2.67","0","100.00","59.06","100.00","12.02","19.09","38.65","4.68","14.46","24.47","0","0","-","0.00","100.00","34.55","92.67","1.272","17113"
"2016-02-04 - Islanders 2, Capitals 3","New York Islanders","Limited ReportFull Report","52.416666666667","67.88","37.36","64.50","35.13","24.15","59.27","21.04","22.03","48.85","2.37","2.14","52.55","2.09","1.48","58.50","24.91","18.39","57.53","7.03","5.29","57.06","4.61","5.35","46.30","2.37","0","100.00","51.36","100.00","17.78","13.17","57.46","9.46","9.96","48.72","0","2.18","0.00","0.00","78.06","36.23","17.68","67.20","5.9","5.54","51.57","0","0","-","0.00","100.00","11.25","90.30","1.015","18506"
"2016-02-04 - Oilers 7, Senators 2","Edmonton Oilers","Limited ReportFull Report","51.383333333333","62.15","57.89","51.77","39.25","36.07","52.11","29.77","29.26","50.44","5.01","1.11","81.86","1.82","1.28","58.74","25.01","25.19","49.82","7.83","7.96","49.60","7.82","3.93","66.54","1.26","0","100.00","16.16","100.00","17.53","16.86","50.98","9.05","6.24","59.17","1.21","0","100.00","13.42","100.00","30.18","28.46","51.46","11.55","17.75","39.42","2.53","1.03","71.01","21.88","94.19","16.83","96.20","1.130","18564"
"2016-02-04 - Red Wings 3, Panthers 6","Detroit Red Wings","Limited ReportFull Report","38.716666666667","45.12","54.07","45.49","30.98","45","40.77","25.03","35.51","41.34","1.57","4.52","25.80","1.63","2.23","42.22","24.42","21.84","52.79","6.3","10.76","36.92","6.21","9.27","40.12","0","2.99","0.00","0.00","67.72","17.76","11.13","61.48","12.17","6.23","66.17","1.59","1.51","51.15","13.02","75.68","21.45","24.76","46.42","6.79","16.78","28.82","0","0","-","0.00","100.00","6.28","87.27","0.935","16991"
"2016-02-04 - Sharks 3, Blues 1","San Jose Sharks","Limited ReportFull Report","42.166666666667","59.68","57.63","50.87","47","35.75","56.80","37.63","25.28","59.82","3.03","1.35","69.16","2.89","1.89","60.50","32.49","30.24","51.80","14.08","10.47","57.35","12.42","5.27","70.19","1.54","0","100.00","12.40","100.00","18.67","19.56","48.83","9","8.11","52.61","0","0","-","0.00","100.00","27.07","23.32","53.71","16.24","11.79","57.94","1.5","1.26","54.39","9.23","89.34","8.07","94.65","1.027","18803"
"2016-02-04 - Stars 4, Avalanche 3","Dallas Stars","Limited ReportFull Report","47.816666666667","83.18","32.81","71.71","56.88","28.78","66.41","44.55","23.64","65.33","2.59","3.53","42.39","2.72","0.9","75.24","36.63","7.43","83.13","17.99","3.75","82.74","14.07","3.8","78.75","1.33","0","100.00","9.44","100.00","18.45","3.71","83.27","10.07","3.69","73.18","1.33","0","100.00","13.19","100.00","41.22","17.72","69.94","20.49","12.5","62.11","0","3.49","0.00","0.00","72.07","5.82","85.08","0.909","14351"
"2016-02-04 - Wild 2, Rangers 4","Minnesota Wild","Limited ReportFull Report","46.833333333333","37.9","62.07","37.91","31.74","46.29","40.67","18.24","27.74","39.67","1.35","3.61","27.26","1.89","2.98","38.79","15.98","32.95","32.66","10.93","17.39","38.59","2.62","9.3","21.99","1.36","2.4","36.14","51.75","74.22","5.08","15.38","24.82","2.57","7.3","26.03","0","1.23","0.00","0.00","83.14","19.42","25.74","43.01","11.63","11.07","51.23","0","0","-","0.00","100.00","7.42","86.98","0.944","18006"
"2016-02-05 - Blue Jackets 2, Flames 1","Columbus Blue Jackets","Limited ReportFull Report","54.366666666667","37.9","68.14","35.74","28.03","45.53","38.11","20.01","32.58","38.05","2.28","1.04","68.67","2","2.03","49.58","18.65","25.23","42.50","11.73","9.39","55.55","9.17","7.45","55.15","2.28","0","100.00","24.90","100.00","7.03","15.84","30.75","3.45","3.17","52.15","0","1.05","0.00","0.00","66.98","18.22","40.7","30.93","7.33","22.29","24.75","0","0","-","0.00","100.00","11.41","96.80","1.082","19289"
"2016-02-05 - Coyotes 2, Ducks 5","Arizona Coyotes","Limited ReportFull Report","37.316666666667","51.31","81.31","38.69","38.85","58.85","39.77","30.59","42.62","41.79","1.7","4.52","27.32","1.71","2.89","37.23","24.53","36.95","39.90","11.35","15.12","42.87","8.14","12.18","40.06","1.7","3.03","35.98","20.90","75.15","13.22","21.83","37.72","8.41","14.09","37.37","0","1.54","0.00","0.00","89.04","22.68","39.33","36.57","10.93","14.85","42.39","0","0","-","0.00","100.00","5.55","89.39","0.949","17342"
"2016-02-05 - Hurricanes 5, Jets 3","Carolina Hurricanes","Limited ReportFull Report","48.7","51.4","52.48","49.48","39.27","42.01","48.31","29.33","29.61","49.76","5.29","2.3","69.67","2.35","2.49","48.49","20.87","21.96","48.73","8.44","11.47","42.39","5.59","7.31","43.32","3.98","1.12","78.08","71.25","84.71","12.65","10.21","55.33","8.13","6.53","55.45","1.28","0","100.00","15.75","100.00","27.55","26.86","50.63","14.38","14.5","49.78","0","1.09","0.00","0.00","92.49","18.03","92.23","1.103","15294"
"2016-02-05 - Penguins 3, Lightning 6","Pittsburgh Penguins","Limited ReportFull Report","50.883333333333","54.6","51.03","51.69","40.73","36.39","52.82","28.53","26.64","51.71","3.64","3.37","51.93","1.97","1.93","50.52","22.17","24.75","47.25","10.01","12.69","44.10","7.59","9.33","44.86","1.25","2.28","35.40","16.44","75.60","12.11","12.15","49.92","5.92","7.04","45.69","2.41","1.13","68.05","40.73","83.91","30.27","24.41","55.36","14.86","10.18","59.35","0","0","-","0.00","100.00","12.75","87.36","1.001","19092"
"2016-02-06 - Blackhawks 5, Stars 1","Chicago Blackhawks","Limited ReportFull Report","41.55","43.24","62.57","40.87","36.08","47.21","43.32","26.09","32.44","44.57","1.56","1.37","53.24","2.09","3.33","38.62","22.98","33.62","40.60","11.7","17.2","40.48","8.4","11","43.30","1.58","1.34","54.03","18.77","87.81","11.51","15.96","41.91","9.39","11.78","44.37","0","0","-","0.00","100.00","18.3","24.55","42.71","8.37","9.49","46.85","0","0","-","0.00","100.00","5.99","95.77","1.018","18532"
"2016-02-06 - Capitals 3, Devils 2","Washington Capitals","Limited ReportFull Report","52.716666666667","56.59","31.99","63.89","40.24","24.31","62.34","30.72","23.3","56.87","2.35","1.07","68.67","2.17","1.34","61.81","21.68","15.22","58.76","8.47","7.52","52.99","7.19","6.53","52.41","2.35","0","100.00","32.73","100.00","13.27","7.66","63.38","8.39","6.61","55.92","0","1.08","0.00","0.00","83.69","29.12","14.36","66.98","15","10.11","59.74","0","0","-","0.00","100.00","7.66","95.39","1.031","16514"
"2016-02-06 - Flames 4, Canucks 1","Calgary Flames","Limited ReportFull Report","52.383333333333","53.03","65.96","44.56","38.14","49.65","43.45","30.67","31.87","49.04","2.44","1.05","69.93","2.04","1.9","51.85","32.03","30.31","51.38","13.62","11.3","54.64","12.3","10.36","54.28","1.21","0","100.00","9.86","100.00","18.64","18.82","49.75","9.77","6.42","60.36","1.19","1.1","51.99","12.18","82.87","18.67","31.61","37.13","8.74","14.95","36.89","0","0","-","0.00","100.00","7.96","96.70","1.047","18570"
"2016-02-06 - Islanders 1, Red Wings 5","New York Islanders","Limited ReportFull Report","46.016666666667","54.62","43.85","55.47","44.6","31.91","58.29","29.82","17.96","62.41","0","3.83","0.00","1.55","1.59","49.35","19.28","14.88","56.43","2.65","5.23","33.61","2.61","3.97","39.71","0","1.27","0.00","0.00","67.88","16.19","9.86","62.16","6.4","4.03","61.35","0","1.24","0.00","0.00","69.35","26.06","21.16","55.19","16.22","8.69","65.11","0","1.38","0.00","0.00","84.09","0.00","78.69","0.787","20027"
"2016-02-06 - Jets 4, Avalanche 2","Winnipeg Jets","Limited ReportFull Report","50.05","85.44","50.61","62.80","62.24","35.28","63.82","44.11","25.22","63.62","3.77","1.14","76.77","3.07","1.74","63.93","29.76","16.57","64.24","10.38","8.77","54.20","10.31","7.61","57.53","0","1.11","0.00","0.00","85.37","19.55","7.67","71.82","10.07","1.11","90.05","2.51","0","100.00","24.89","100.00","44.28","25.32","63.62","23.67","12.89","64.75","1.12","0","100.00","4.75","100.00","8.54","95.48","1.040","14983"
"2016-02-06 - Maple Leafs 1, Senators 6","Toronto Maple Leafs","Limited ReportFull Report","43.1","49.09","52.44","48.35","35.24","40.7","46.40","25.28","34.52","42.28","1.4","8.22","14.53","1.3","3.27","28.38","20.95","29.24","41.74","8.07","18.44","30.45","3.97","15.81","20.08","1.42","6.77","17.37","35.83","57.16","12.59","10.76","53.92","2.62","5.91","30.69","0","0","-","0.00","100.00","25.28","18.8","57.35","17.67","11.06","61.50","0","1.49","0.00","0.00","86.56","5.53","76.18","0.817","19379"
"2016-02-06 - Oilers 1, Canadiens 5","Edmonton Oilers","Limited ReportFull Report","48.95","50.01","61.54","44.83","32.34","44.72","41.97","22.12","40.59","35.27","0","4.86","0.00","1.82","2.74","39.91","26.3","29.42","47.20","9.79","17.46","35.92","6.03","12.6","32.39","0","1.2","0.00","0.00","90.49","16.19","11.94","57.55","2.41","8.94","21.25","0","3.58","0.00","0.00","59.94","16.73","24.46","40.61","10.98","16.52","39.93","0","0","-","0.00","100.00","0.00","88.02","0.880","21288"
"2016-02-06 - Penguins 3, Panthers 2","Pittsburgh Penguins","Limited ReportFull Report","43","59.37","54.64","52.07","49.31","47.42","50.98","31.58","43.37","42.14","1.42","0","100.00","2.28","1.58","59.11","25.21","17.7","58.74","12.85","5.48","70.12","9.86","5.54","64.01","0","0","-","0.00","100.00","12.2","12.37","49.65","5.59","9.6","36.83","1.43","0","100.00","25.52","100.00","24.3","35.28","40.78","13.51","27.18","33.21","0","0","-","0.00","100.00","4.48","100.00","1.045","20295"
"2016-02-06 - Rangers 3, Flyers 2","New York Rangers","Limited ReportFull Report","45.933333333333","50.23","55.15","47.66","31.22","44.56","41.19","24.61","24.86","49.74","1.32","1.23","51.74","1.71","2.05","45.41","19.99","27.9","41.74","6.71","9.93","40.33","3.97","7.58","34.36","1.32","0","100.00","33.27","100.00","13.13","18.11","42.03","10.58","5.14","67.29","0","1.24","0.00","0.00","75.92","22.91","26.78","46.11","10.12","12.19","45.37","0","0","-","0.00","100.00","5.37","95.04","1.004","19819"
"2016-02-06 - Sabres 1, Bruins 2","Buffalo Sabres","Limited ReportFull Report","47.95","59.32","63.85","48.16","51.86","53.17","49.37","37.88","38.65","49.50","1.27","1.18","51.74","2.34","2.55","47.84","23.28","21.76","51.69","7.92","14.27","35.69","6.52","9.71","40.17","1.26","1.18","51.76","19.40","87.86","15.24","7.39","67.33","8.95","4.93","64.49","0","0","-","0.00","100.00","35.1","36.76","48.85","21","21.66","49.23","0","0","-","0.00","100.00","3.34","96.95","1.003","17565"
"2016-02-06 - Sharks 2, Predators 6","San Jose Sharks","Limited ReportFull Report","45.416666666667","47.66","58.89","44.73","39.31","43.03","47.74","29.12","33.34","46.62","0","5.17","0.00","1.86","2.88","39.23","18.41","25.52","41.90","9.35","14.6","39.05","5.22","14.79","26.10","0","1.29","0.00","0.00","91.27","8.98","10.88","45.22","9.17","7.95","53.55","0","3.74","0.00","0.00","52.96","26.9","22.58","54.36","14.38","8.73","62.22","0","0","-","0.00","100.00","0.00","84.48","0.845","17192"
"2016-02-06 - Wild 1, Blues 4","Minnesota Wild","Limited ReportFull Report","39.966666666667","45.32","30.88","59.47","38.69","24.4","61.32","28.63","16.81","63.01","0","1.48","0.00","2.14","1.74","55.08","26.73","17.9","59.90","15.05","13.16","53.36","13.38","11.75","53.23","0","1.45","0.00","0.00","87.68","11.58","4.56","71.77","4.5","0","100.00","0","0","-","0.00","-","17.96","10.83","62.39","10.62","4.83","68.72","0","0","-","0.00","100.00","0.00","91.19","0.912","19318"
"2016-02-07 - Flyers 2, Capitals 3","Philadelphia Flyers","Limited ReportFull Report","45.5","55.84","62.82","47.06","42.67","45.24","48.54","33.32","35.45","48.45","2.73","3.71","42.39","2.67","2.32","53.50","28.84","30.9","48.28","10.99","13.16","45.50","9.56","8.5","52.94","0","2.45","0.00","0.00","71.16","17.87","17.72","50.20","5.47","10.24","34.83","0","1.25","0.00","0.00","87.79","26.05","29.41","46.97","18.12","15.39","54.07","2.63","0","100.00","14.50","100.00","8.18","89.54","0.977","18506"
"2016-02-07 - Hurricanes 2, Canadiens 1","Carolina Hurricanes","Limited ReportFull Report","52","54.63","41.65","56.74","38.88","32.11","54.77","32.55","30.14","51.93","1.22","1.07","53.35","1.69","1.33","55.99","20.89","13.75","60.31","9.95","7.31","57.65","7.37","7.37","50.00","1.22","0","100.00","16.58","100.00","11.03","6.3","63.66","4.85","4.38","52.51","0","1.11","0.00","0.00","74.72","31.4","20.52","60.47","19.12","16.16","54.20","0","0","-","0.00","100.00","3.75","96.46","1.002","21288"
"2016-02-07 - Oilers 1, Islanders 8","Edmonton Oilers","Limited ReportFull Report","48.766666666667","40.86","53.14","43.47","34.92","38.75","47.40","29.41","26.57","52.54","1.24","7.27","14.53","2.11","1.29","62.03","27.01","14.32","65.35","10.87","2.52","81.20","9.54","2.55","78.89","1.26","1.19","51.46","13.19","53.51","15.83","12.19","56.50","10.56","6.48","61.96","0","1.23","0.00","0.00","80.97","11.91","34.6","25.61","7.36","16.68","30.61","0","5.08","0.00","0.00","69.53","4.20","72.66","0.769","14030"
"2016-02-08 - Devils 1, Rangers 2","New Jersey Devils","Limited ReportFull Report","50","51.33","66.74","43.47","38.93","38.51","50.27","29.58","28.8","50.68","0","2.32","0.00","2.75","1.92","58.87","22","34.09","39.22","12.48","13.87","47.37","9.89","6.89","58.96","0","0","-","0.00","100.00","9.46","20.38","31.70","3.61","8.28","30.36","0","2.27","0.00","0.00","72.62","27.29","24.47","52.73","14.75","12.29","54.53","0","0","-","0.00","100.00","0.00","91.95","0.919","18006"
"2016-02-08 - Ducks 2, Penguins 6","Anaheim Ducks","Limited ReportFull Report","54","58","64.13","47.49","45.67","49.09","48.20","36.31","37.36","49.29","2.24","6.54","25.53","2.37","3.37","41.30","27.02","32.73","45.22","14.44","16.58","46.55","12.08","13.4","47.41","1.15","6.48","15.09","9.53","51.67","12.44","16.28","43.31","8.57","7.96","51.83","1.11","0","100.00","12.94","100.00","27.92","25.49","52.27","13.41","15.98","45.63","0","0","-","0.00","100.00","6.18","82.49","0.887","18418"
"2016-02-08 - Lightning 1, Senators 5","Tampa Bay Lightning","Limited ReportFull Report","38.433333333333","65.04","41.23","61.20","47.06","34.21","57.90","36.73","29.25","55.67","1.58","3.02","34.43","2.27","1.61","58.54","30.32","22.25","57.68","10.69","6.4","62.55","8.98","4.85","64.94","1.62","0","100.00","18.00","100.00","19.33","16.05","54.64","9.1","9.4","49.18","0","2.95","0.00","0.00","68.61","31.38","16.7","65.27","16.93","13.56","55.54","0","0","-","0.00","100.00","4.31","89.69","0.940","17078"
"2016-02-08 - Panthers 0, Red Wings 3","Florida Panthers","Limited ReportFull Report","41.316666666667","46.6","53.61","46.50","43.86","48.99","47.24","23.39","33.41","41.18","0","2.8","0.00","1.99","3.6","35.58","19.51","25.4","43.44","6.04","10.97","35.52","2.91","8.36","25.84","0","2.77","0.00","0.00","66.89","13.36","14.51","47.94","4.4","10.17","30.21","0","0","-","0.00","100.00","24.32","26.36","47.99","14.47","13.39","51.95","0","0","-","0.00","100.00","0.00","91.61","0.916","20027"
"2016-02-09 - Canucks 3, Avalanche 1","Vancouver Canucks","Limited ReportFull Report","47.6","53.25","41.84","56.00","46.34","31.54","59.50","34.14","23.58","59.15","3.96","1.19","76.92","1.74","1.08","61.76","22.71","17.51","56.46","6.56","3.47","65.39","3.83","1.19","76.25","0","0","-","0.00","100.00","16.23","13.98","53.73","11.86","10.74","52.49","3.97","1.19","76.86","33.46","88.87","26.7","18.68","58.84","15.79","10.56","59.93","0","0","-","0.00","100.00","11.61","94.96","1.066","14436"
"2016-02-09 - Capitals 5, Predators 3","Washington Capitals","Limited ReportFull Report","47.683333333333","56.24","40.39","58.20","43.17","29.72","59.23","27.84","20.87","57.15","5.36","2.35","69.50","2.46","1.56","61.12","22.18","17.16","56.39","8.4","8.98","48.33","5.58","6.82","44.98","4.04","1.17","77.56","72.48","82.86","13.95","8.04","63.44","5.49","3.61","60.30","1.31","0","100.00","23.83","100.00","25.38","15.6","61.93","14.16","10.22","58.08","0","1.11","0.00","0.00","89.14","19.24","88.74","1.080","17113"
"2016-02-09 - Ducks 4, Flyers 1","Anaheim Ducks","Limited ReportFull Report","40.216666666667","52.3","52.35","49.98","43.18","29.56","59.36","24.63","21.83","53.02","1.61","0","100.00","1.96","0.89","68.77","20.14","15.58","56.38","10","0","100.00","6.52","0","100.00","0","0","-","0.00","-","10.36","15.37","40.26","4.91","6.63","42.53","1.55","0","100.00","31.60","100.00","28.47","31.81","47.23","11.6","13.74","45.77","0","0","-","0.00","100.00","6.52","100.00","1.065","18717"
"2016-02-09 - Islanders 3, Blue Jackets 2","New York Islanders","Limited ReportFull Report","55.483333333333","69.71","55.24","55.79","47.73","33.39","58.84","41.09","24.92","62.25","1.14","2.02","36.13","3.68","2.62","58.37","31","29.54","51.21","20.25","14.7","57.94","16.69","10.71","60.91","0","2.01","0.00","0.00","81.22","10.81","14.85","42.13","4.37","5.32","45.09","0","0","-","0.00","100.00","30.57","15.17","66.83","17.76","8.64","67.28","1.14","0","100.00","6.42","100.00","2.78","91.90","0.947","14303"
"2016-02-09 - Jets 2, Blues 1","Winnipeg Jets","Limited ReportFull Report","44.2","71.45","36.85","65.98","50.52","28.91","63.61","29.31","21.11","58.13","1.43","0","100.00","3.48","1.46","70.41","35.58","16.79","67.94","17.35","12.69","57.76","11.45","8.99","56.01","1.44","0","100.00","12.55","100.00","18.25","3.93","82.28","6.98","3.96","63.83","0","0","-","0.00","100.00","27.91","15.9","63.71","11.01","6.69","62.19","0","0","-","0.00","100.00","4.89","100.00","1.049","18323"
"2016-02-09 - Kings 9, Bruins 2","Los Angeles Kings","Limited ReportFull Report","51.533333333333","89.91","53.99","62.48","79.95","43.78","64.62","64.06","34.54","64.97","7.53","1.07","87.58","3.96","2.06","65.78","43.87","21.06","67.56","20.86","11.29","64.88","19.69","10.3","65.66","7.58","1.06","87.76","38.50","89.74","23.33","9.63","70.79","15.1","5.31","73.98","0","0","-","0.00","100.00","39.62","24.58","61.71","27.22","14.54","65.18","0","0","-","0.00","100.00","11.75","96.91","1.087","17565"
"2016-02-09 - Lightning 2, Canadiens 4","Tampa Bay Lightning","Limited ReportFull Report","47.533333333333","78.88","55.17","58.84","58.11","42.78","57.60","37.43","31.12","54.60","2.54","4.87","34.30","3.32","2.85","53.86","43.7","26.49","62.26","16.44","14.93","52.40","8.6","8.81","49.42","0","2.44","0.00","0.00","72.31","26.83","11.64","69.74","11.26","6.41","63.72","2.59","2.43","51.64","23.04","62.11","28.38","21.2","57.24","17.44","13.27","56.78","0","0","-","0.00","100.00","6.80","84.34","0.911","21288"
"2016-02-09 - Maple Leafs 3, Flames 4","Toronto Maple Leafs","Limited ReportFull Report","49.066666666667","74.22","39.49","65.27","49.51","27.49","64.30","36.42","21.39","63.00","2.47","2.41","50.55","3.14","1.25","71.47","26.93","15.63","63.27","12.38","8.17","60.23","11.06","4.7","70.15","0","1.21","0.00","0.00","74.27","14.46","7.49","65.86","7.28","6.1","54.39","1.22","0","100.00","16.76","100.00","36.24","17.04","68.02","17.79","10.83","62.15","1.14","1.31","46.59","6.41","87.94","6.78","88.71","0.955","19289"
"2016-02-09 - Oilers 1, Devils 2","Edmonton Oilers","Limited ReportFull Report","42.7","29.74","34.72","46.14","24.18","29.03","45.44","18.34","22.29","45.13","1.42","0","100.00","1.33","1.82","42.11","13.04","22.95","36.22","4.4","5.34","45.18","4.35","3.99","52.20","1.42","0","100.00","32.59","100.00","8.56","17.8","32.47","4.3","9.63","30.88","0","0","-","0.00","100.00","15.45","11.35","57.66","9.59","8.7","52.44","0","0","-","0.00","100.00","7.75","100.00","1.078","16514"
"2016-02-09 - Panthers 7, Sabres 4","Florida Panthers","Limited ReportFull Report","51.233333333333","56.53","40.85","58.05","46.42","31.61","59.49","40.94","23.73","63.31","7.49","2.15","77.71","1.96","1.67","54.09","18.68","17.13","52.17","8.17","8.91","47.83","6.81","7.91","46.26","2.51","0","100.00","36.81","100.00","10.64","7.98","57.14","6.45","3.23","66.67","1.22","0","100.00","18.88","100.00","30.9","20.24","60.42","25.42","12.26","67.46","3.84","2.07","65.04","15.12","83.15","18.30","90.95","1.092","18521"
"2016-02-09 - Sharks 2, Blackhawks 0","San Jose Sharks","Limited ReportFull Report","51.766666666667","59.22","44.83","56.91","40.72","36.51","52.72","30.61","28.09","52.15","0","0","-","2.05","1.59","56.34","22.4","16.22","58.01","11.35","8.55","57.05","6.25","6.44","49.23","0","0","-","0.00","100.00","11.18","7.54","59.71","3.68","5.48","40.15","0","0","-","0.00","100.00","31.93","24.26","56.82","19.41","14.89","56.59","0","0","-","0.00","100.00","0.00","100.00","1.000","21753"
"2016-02-09 - Stars 4, Wild 3","Dallas Stars","Limited ReportFull Report","48.416666666667","57.19","63.24","47.49","44.96","44.71","50.14","27.25","35","43.77","2.51","2.34","51.74","1.88","2.08","47.56","20.53","17.54","53.93","6.37","10.52","37.72","4.99","6.96","41.76","1.25","2.33","34.92","25.08","66.48","14.09","6.87","67.23","10.16","5.86","63.41","1.31","0","100.00","12.91","100.00","31.88","35.97","46.99","12","22.56","34.73","0","0","-","0.00","100.00","9.20","93.32","1.025","19087"
"2016-02-10 - Canucks 2, Coyotes 1","Vancouver Canucks","Limited ReportFull Report","44.533333333333","75.27","56.79","57.00","53.16","33.67","61.22","32.9","27.77","54.23","2.85","0","100.00","2.39","1.45","62.32","30.5","22.16","57.92","10.33","7.28","58.66","8.76","4.94","63.95","1.43","0","100.00","16.28","100.00","20.3","14.71","57.99","11.32","6.37","63.99","1.42","0","100.00","12.52","100.00","36.08","31.06","53.74","11.4","15.24","42.79","0","0","-","0.00","100.00","8.65","100.00","1.087","12255"
"2016-02-10 - Rangers 3, Penguins 0","New York Rangers","Limited ReportFull Report","53.65","49.42","60.91","44.79","39.08","41.38","48.57","25.54","28.42","47.34","2.39","0","100.00","1.45","2","41.99","14.48","29.16","33.18","6.01","7.85","43.37","3.6","4.9","42.39","1.18","0","100.00","32.86","100.00","8.61","21.02","29.04","2.4","9.31","20.48","1.16","0","100.00","48.50","100.00","31.12","27.92","52.71","19.79","12.14","61.99","0","0","-","0.00","100.00","9.34","100.00","1.093","18539"
